time,semitone,f0
2.12,53,169.981
2.13,53,171.296
2.14,53,171.015
2.15,53,170.786
2.16,53,171.585
2.17,53,171.631
2.18,53,172.36
2.19,53,172.551
2.2,53,171.205
2.21,52,165.436
2.22,52,160.893
2.23,51,156.115
2.24,51,153.107
2.25,51,152.821
2.26,51,152.931
2.27,51,153.525
2.28,51,153.745
2.29,51,152.66
2.3,51,152.497
2.31,51,153.53
2.32,51,153.882
2.33,51,153.985
2.34,51,154.676
2.35,51,155.616
2.36,51,156.306
2.37,51,158.436
2.38,52,160.277
2.39,52,161.449
2.4,52,162.391
2.41,52,162.961
2.42,52,163.754
2.43,52,163.807
2.44,52,163.775
2.45,52,163.693
2.46,52,163.812
2.47,52,163.921
2.48,52,164.185
2.49,52,166.835
2.5,52,167.042
2.51,52,165.376
2.52,52,163.735
2.53,52,164.417
2.54,52,164.32
2.55,52,163.878
2.56,52,169.253
2.57,52,167.616
2.58,53,176.143
2.59,53,176.691
2.6,53,173.576
2.67,53,175.831
2.68,53,177.523
2.69,53,176.989
2.7,53,172.293
2.71,52,167.593
2.72,52,166.556
2.73,52,165.032
2.74,52,165.64
2.75,52,165.438
2.76,52,166.947
2.77,53,171.03
2.9,55,197.31
2.91,55,197.537
2.92,55,199.084
2.93,55,194.731
2.94,54,188.5
2.95,54,184.611
2.96,54,181.587
2.97,53,179.726
2.98,54,179.93
2.99,54,180.278
3.0,54,181.415
3.01,54,183.642
3.02,54,185.936
3.03,54,187.384
3.04,54,188.472
3.05,54,188.818
3.06,54,188.281
3.07,54,188.176
3.08,54,186.444
3.09,54,185.983
3.1,54,184.975
3.11,54,186.094
3.12,54,186.922
3.13,54,188.04
3.14,55,193.131
3.15,55,197.36
3.16,55,196.963
3.17,55,196.52
3.18,55,194.955
3.19,55,192.503
3.2,55,190.952
3.21,55,190.525
3.22,54,190.192
3.23,54,189.87
3.24,54,189.081
3.25,54,189.189
3.26,54,188.796
3.27,54,188.897
3.28,54,188.989
3.29,54,189.613
3.3,54,190.28
3.31,54,190.066
3.32,54,189.424
3.33,54,187.784
3.34,54,185.83
3.35,54,185.231
3.36,54,184.955
3.37,54,185.828
3.38,54,184.745
3.39,54,184.281
3.4,54,185.051
3.41,54,186.984
3.42,54,186.723
3.43,54,185.142
3.44,54,184.257
3.45,54,181.038
3.46,53,179.281
3.47,53,178.419
3.48,53,177.949
3.49,53,178.216
3.5,53,179.454
3.51,54,180.062
3.52,54,182.278
3.53,54,182.06
3.54,54,182.04
3.55,54,184.36
3.56,54,185.548
3.57,54,187.955
3.58,54,189.297
3.59,54,190.152
3.6,54,189.827
3.61,54,184.764
3.62,54,188.444
3.75,58,237.702
3.76,59,241.342
3.77,58,236.383
3.78,58,233.967
3.79,58,233.065
3.8,58,231.199
3.81,58,229.711
3.82,58,227.68
3.83,57,225.717
3.84,57,224.224
3.85,57,222.475
3.86,57,221.636
3.87,57,219.11
3.88,57,217.098
3.89,57,213.87
3.9,56,210.499
3.91,56,206.891
4.12,52,168.19
4.13,52,162.091
4.14,51,157.264
4.15,51,153.258
4.16,51,152.583
4.17,51,152.616
4.18,51,152.57
4.19,51,153.364
4.2,51,154.301
4.21,51,155.165
4.22,51,156.162
4.23,51,156.494
4.24,51,158.365
4.25,51,158.625
4.26,51,160.105
4.27,52,161.453
4.28,52,161.052
4.29,52,161.986
4.3,52,163.994
4.31,52,164.719
4.32,52,166.865
4.33,52,167.006
4.34,52,166.467
4.35,52,164.975
4.36,52,163.652
4.37,52,162.388
4.38,52,160.917
4.39,51,159.439
4.4,51,157.448
4.41,51,156.831
4.42,51,156.54
4.43,51,157.342
4.44,51,158.531
4.45,51,159.217
4.46,51,159.784
4.47,52,160.713
4.48,52,161.539
4.49,52,161.719
4.5,52,161.581
4.51,52,165.65
4.52,52,167.434
4.53,53,172.029
4.54,53,173.048
4.55,53,172.302
4.56,54,180.748
5.04,52,166.906
5.05,52,166.045
5.06,51,152.94
5.07,50,145.461
5.08,49,140.769
5.09,49,139.579
5.1,49,138.513
5.11,49,136.78
5.12,49,136.105
5.13,49,134.944
5.14,48,133.996
5.15,48,133.575
5.16,48,134.325
5.17,49,135.354
5.18,49,136.58
5.19,49,137.605
5.2,49,138.575
5.21,49,139.32
5.22,49,139.937
5.23,49,140.681
5.24,49,141.464
5.25,49,140.881
5.26,49,141.75
5.27,49,141.953
5.28,49,140.431
5.29,49,140.639
5.3,49,141.203
5.31,49,141.468
5.32,49,141.704
5.33,49,141.778
5.34,49,142.179
5.35,49,141.868
5.36,49,141.411
5.37,49,141.436
5.38,49,141.684
5.39,49,141.799
5.4,49,141.264
5.41,49,140.388
5.42,49,139.464
5.43,49,139.684
5.44,49,140.072
5.45,49,142.364
5.46,50,143.25
5.47,50,145.903
5.48,49,138.899
5.61,51,158.451
5.62,52,160.536
5.63,52,160.164
5.64,51,151.957
5.65,50,144.416
5.66,49,141.599
5.67,49,139.548
5.68,49,138.647
5.69,49,137.523
5.7,49,138.578
5.71,49,139.183
5.72,49,139.949
5.73,49,142.073
5.74,50,144.71
5.75,50,148.038
5.76,50,150.899
5.77,51,154.093
5.78,51,157.566
5.79,51,157.343
5.8,52,160.261
5.81,52,161.33
5.82,52,167.032
5.83,53,171.689
5.84,53,178.089
5.85,54,184.351
5.86,54,185.922
5.87,54,184.41
5.88,54,182.65
5.89,54,181.975
5.9,54,181.523
5.91,54,181.119
5.92,54,181.3
5.93,54,181.664
5.94,54,180.768
5.95,54,179.958
5.96,53,179.059
5.97,53,178.516
5.98,53,177.396
5.99,53,174.835
6.0,53,172.943
6.01,53,172.352
6.02,53,172.083
6.03,53,170.699
6.04,52,166.136
6.05,52,161.245
6.06,52,163.782
6.2,52,166.35
6.21,51,155.528
6.22,49,140.183
6.23,48,133.98
6.24,48,133.261
6.25,48,130.922
6.26,48,129.856
6.27,48,129.589
6.28,48,128.672
6.29,48,128.162
6.3,48,128.079
6.31,48,128.528
6.32,48,127.451
6.33,48,128.103
6.34,48,129.629
6.35,48,133.129
6.36,48,133.022
6.37,48,132.326
6.38,49,136.74
6.39,49,138.004
6.5,49,135.159
6.51,49,135.766
6.52,48,134.294
6.53,48,133.974
6.54,48,134.011
6.55,48,133.821
6.56,48,133.686
6.57,48,133.567
6.58,48,133.289
6.59,48,132.625
6.6,48,132.072
6.61,48,131.638
6.62,48,131.855
6.63,48,131.556
6.64,48,131.155
6.65,48,131.456
6.66,48,130.678
6.67,48,129.116
6.68,49,140.468
6.69,50,144.309
6.7,50,143.99
6.71,49,137.716
6.72,48,134.13
6.73,48,132.855
6.74,48,132.087
6.75,48,131.898
6.76,48,132.119
6.77,48,132.428
6.78,48,132.612
6.79,48,131.253
6.8,48,130.831
6.81,48,131.085
6.82,48,131.226
6.83,48,131.793
6.84,48,132.26
6.85,48,132.417
6.86,48,131.641
6.87,48,130.981
6.88,48,133.156
6.89,49,135.533
6.98,51,153.216
6.99,50,147.745
7.0,48,133.988
7.01,48,129.796
7.02,48,128.858
7.03,48,127.848
7.04,47,125.36
7.05,47,124.049
7.06,48,134.206
7.07,49,136.446
7.08,49,136.77
7.09,49,136.534
7.1,48,132.541
7.11,48,127.832
7.12,48,129.792
7.13,48,130.04
7.14,48,129.719
7.15,48,129.174
7.16,48,128.372
7.17,47,126.624
7.18,47,123.019
7.3,47,122.226
7.31,46,117.499
7.32,46,116.576
7.33,46,116.122
7.34,46,115.15
7.35,46,114.659
7.36,46,113.967
7.37,46,113.842
7.38,46,114.027
7.39,46,116.48
7.4,46,116.257
7.41,46,116.29
7.42,47,120.328
7.43,47,125.46
7.55,48,132.2
7.56,46,116.718
7.57,46,117.24
7.58,46,117.121
7.59,46,116.413
7.6,46,115.307
7.61,46,115.348
7.62,46,115.578
7.63,46,115.415
7.64,46,115.601
7.65,46,115.815
7.66,46,115.313
7.67,46,115.414
7.68,46,115.318
7.69,46,114.96
7.7,46,113.993
7.71,46,114.065
7.72,46,115.198
7.73,46,115.347
7.84,51,156.61
7.85,50,150.666
7.86,47,120.409
7.87,46,119.789
7.88,46,118.619
7.89,46,118.897
7.9,46,118.941
7.91,47,120.379
7.92,46,119.718
7.93,47,120.209
7.94,46,119.284
7.95,47,125.46
