time,semitone,f0
5.64,54,189.2
5.65,55,190.785
5.66,55,192.098
5.67,55,194.665
5.68,55,197.142
5.69,55,199.185
5.7,55,201.402
5.71,56,202.924
5.72,56,204.529
5.73,56,206.281
5.74,56,208.431
5.75,56,209.988
5.76,56,210.654
5.77,56,210.684
5.78,56,210.076
5.79,56,208.792
5.8,56,207.673
5.81,56,206.514
5.82,56,204.322
5.83,56,202.149
5.84,55,200.479
5.85,55,197.086
5.86,55,192.233
5.87,54,183.624
5.88,53,170.977
5.89,54,180.231
5.9,0,0.0
5.91,0,0.0
5.92,0,0.0
5.93,0,0.0
5.94,0,0.0
5.95,0,0.0
5.96,52,163.739
5.97,51,158.988
5.98,50,148.391
5.99,50,148.53
6.0,50,148.622
6.01,50,149.012
6.02,50,149.192
6.03,50,149.286
6.04,50,150.271
6.05,51,151.273
6.06,51,153.039
6.07,51,154.997
6.08,51,156.169
6.09,51,156.947
6.1,51,157.561
6.11,51,157.596
6.12,51,157.721
6.13,51,158.143
6.14,51,157.881
6.15,51,157.454
6.16,51,156.395
6.17,51,155.876
6.18,51,153.835
6.19,51,152.005
6.2,51,151.323
6.21,52,160.848
6.22,52,165.143
6.23,52,165.555
6.24,52,167.211
6.25,52,167.454
6.26,52,166.862
6.27,52,165.654
6.28,52,164.472
6.29,52,163.267
6.3,52,162.779
6.31,52,162.608
6.32,52,162.51
6.33,52,163.183
6.34,52,163.068
6.35,52,162.74
6.36,52,162.394
6.37,52,161.703
6.38,52,161.181
6.39,52,160.723
6.4,52,160.543
6.41,52,160.199
6.42,52,160.587
6.43,52,161.004
6.44,52,160.28
6.45,51,158.568
6.46,51,159.498
6.47,52,161.858
6.48,52,163.225
6.49,52,163.933
6.5,52,163.043
6.51,52,161.596
6.52,52,161.228
6.53,52,161.111
6.54,52,160.833
6.55,52,161.631
6.56,52,162.264
6.57,52,161.895
6.58,52,161.237
6.59,52,160.953
6.6,52,161.019
6.61,52,160.813
6.62,52,160.699
6.63,52,160.302
6.64,52,160.516
6.65,52,160.959
6.66,52,160.625
6.67,51,159.834
6.68,51,158.985
6.69,51,157.645
6.7,51,152.7
6.71,0,0.0
6.72,0,0.0
6.73,0,0.0
6.74,0,0.0
6.75,72,530.937
6.76,0,0.0
6.77,52,168.48
6.78,52,166.062
6.79,52,163.601
6.8,52,162.217
6.81,51,159.909
6.82,51,158.907
6.83,51,157.666
6.84,51,156.31
6.85,51,155.26
6.86,51,155.068
6.87,51,154.882
6.88,51,154.945
6.89,51,155.928
6.9,51,156.751
6.91,51,156.937
6.92,51,157.585
6.93,51,158.869
6.94,52,160.197
6.95,52,160.938
6.96,52,161.328
6.97,52,161.096
6.98,51,159.665
6.99,51,158.788
7.0,51,155.676
7.01,50,145.817
7.02,50,148.932
7.03,0,0.0
7.04,70,474.568
7.05,71,491.742
7.06,0,0.0
7.07,0,0.0
7.08,0,0.0
7.09,0,0.0
7.1,0,0.0
7.11,0,0.0
7.12,50,146.835
7.13,49,137.573
7.14,49,134.908
7.15,48,134.56
7.16,48,133.95
7.17,48,133.585
7.18,48,132.825
7.19,48,132.595
7.2,48,132.797
7.21,48,132.637
7.22,48,132.234
7.23,48,132.457
7.24,48,132.997
7.25,48,132.815
7.26,48,132.252
7.27,48,131.389
7.28,48,130.674
7.29,48,132.284
7.3,49,134.738
7.31,49,137.392
7.32,49,138.422
7.33,49,137.679
7.34,49,137.805
7.35,49,138.528
7.36,49,139.237
7.37,49,138.841
7.38,49,138.905
7.39,49,139.446
7.4,49,139.736
7.41,49,139.708
7.42,49,139.494
7.43,49,139.391
7.44,49,139.412
7.45,49,139.07
7.46,49,138.826
7.47,49,138.561
7.48,49,137.75
7.49,49,136.953
7.5,49,136.396
7.51,49,135.627
7.52,48,134.438
7.53,48,132.023
7.54,48,133.245
7.55,48,134.441
7.56,49,134.661
7.57,48,133.414
7.58,0,0.0
7.59,0,0.0
7.6,0,0.0
7.61,0,0.0
7.62,0,0.0
7.63,51,155.97
7.64,50,142.717
7.65,49,139.265
7.66,49,137.865
7.67,49,136.524
7.68,49,135.967
7.69,49,135.538
7.7,49,134.925
7.71,48,134.455
7.72,49,134.781
7.73,49,135.435
7.74,49,135.292
7.75,49,134.972
7.76,49,134.875
7.77,49,135.166
7.78,49,135.908
7.79,49,136.842
7.8,49,137.908
7.81,49,138.818
7.82,49,138.633
7.83,49,138.227
7.84,49,138.747
7.85,49,140.835
7.86,49,142.378
7.87,49,141.982
7.88,49,142.153
7.89,49,142.333
7.9,49,140.698
7.91,49,138.381
7.92,49,137.789
7.93,49,137.058
7.94,49,136.031
7.95,49,135.274
7.96,49,134.996
7.97,49,134.755
7.98,48,134.28
