time,semitone,f0
4.139,39,77.238
4.15,39,77.377
4.161,39,77.02
4.171,39,77.181
4.182,39,77.101
4.193,42,92.821
4.214,52,160.204
4.225,51,152.231
4.236,50,148.342
4.246,50,146.314
4.257,50,145.624
4.268,50,144.987
4.279,50,143.976
4.289,50,143.014
4.3,49,142.02
4.311,49,141.189
4.321,49,141.048
4.332,49,140.716
4.343,49,140.686
4.354,49,140.216
4.364,49,140.412
4.375,49,140.013
4.386,49,139.681
4.396,49,138.627
4.407,49,138.807
4.418,49,138.983
4.429,49,138.508
4.439,49,138.087
4.45,49,137.666
4.461,49,137.254
4.471,49,136.647
4.482,49,135.499
4.493,49,135.044
4.504,49,135.035
4.514,49,134.874
4.525,49,134.743
4.536,49,135.206
4.546,49,135.032
4.557,49,134.838
4.568,48,134.632
4.579,48,134.027
4.589,48,133.587
4.6,48,134.177
4.611,49,134.716
4.621,49,135.138
4.632,49,134.701
4.643,48,133.876
4.654,48,133.838
4.664,48,133.658
4.675,48,133.86
4.686,48,134.427
4.696,48,134.631
4.707,48,134.64
4.718,48,134.399
4.729,48,133.948
4.739,48,133.964
4.75,49,134.698
4.761,49,134.944
4.771,49,135.317
4.782,49,135.458
4.793,48,133.763
4.804,48,131.035
4.814,48,129.256
4.825,48,128.09
4.836,46,116.129
4.846,46,116.344
4.857,46,115.719
4.868,46,115.725
4.879,46,115.807
4.911,51,157.148
4.921,51,154.215
4.932,50,150.167
4.943,50,148.6
4.954,50,148.594
4.964,50,148.74
4.975,50,148.806
4.986,50,148.722
4.996,50,149.004
5.007,50,149.71
5.018,50,150.086
5.029,50,150.262
5.039,50,150.334
5.05,50,150.373
5.061,50,149.754
5.071,50,145.944
5.082,50,150.903
5.093,51,153.273
5.104,51,154.447
5.114,51,154.284
5.125,51,154.757
5.136,51,156.326
5.146,53,173.368
5.157,53,171.673
5.168,53,169.965
5.179,52,167.683
5.189,52,165.183
5.2,52,162.955
5.211,52,161.984
5.221,52,162.004
5.232,52,162.267
5.243,52,162.304
5.254,52,162.187
5.264,52,162.028
5.275,52,162.114
5.286,52,162.136
5.296,52,162.016
5.307,52,162.319
5.318,52,162.645
5.329,52,162.401
5.339,52,162.411
5.35,52,162.383
5.361,52,162.1
5.371,52,161.445
5.382,52,161.032
5.393,52,160.956
5.404,52,160.911
5.414,52,160.824
5.425,52,160.584
5.436,52,160.908
5.446,52,161.865
5.457,52,161.993
5.468,52,160.949
5.479,51,159.307
5.489,51,155.267
5.5,51,154.873
5.511,51,154.067
5.521,51,155.104
5.532,51,154.182
5.543,51,154.286
5.554,51,154.571
5.564,51,154.707
5.575,51,154.361
5.586,51,153.566
5.596,55,193.151
5.607,53,176.95
5.618,52,168.516
5.629,52,165.462
5.639,52,163.125
5.65,52,161.613
5.661,52,160.612
5.671,51,159.89
5.682,51,159.981
5.693,52,160.81
5.704,52,161.382
5.714,52,161.299
5.725,52,160.888
5.736,52,161.045
5.746,52,161.287
5.757,52,161.415
5.768,52,161.676
5.779,52,162.083
5.789,52,162.33
5.8,52,162.064
5.811,52,162.182
5.821,52,162.691
5.832,52,163.028
5.843,52,163.005
5.854,52,163.082
5.864,52,164.199
5.875,52,164.81
5.886,52,164.359
5.896,52,163.893
5.907,52,162.527
5.918,51,160.118
5.929,51,156.044
5.939,51,151.919
5.95,50,150.399
5.961,51,153.74
5.971,51,154.371
5.982,51,154.48
5.993,51,154.898
6.004,51,154.392
6.014,51,154.552
6.025,51,153.975
6.036,51,154.593
6.046,51,155.678
6.057,52,161.674
6.068,51,156.272
6.079,51,152.149
6.089,50,148.789
6.1,50,147.548
6.111,50,148.477
6.121,50,148.935
6.132,50,148.924
6.143,50,148.474
6.154,50,148.089
6.164,50,147.842
6.175,50,147.167
6.186,50,145.774
6.196,50,143.598
6.207,49,141.059
6.218,48,133.883
6.229,48,131.608
6.239,47,125.957
6.25,48,129.827
6.261,49,135.345
6.271,49,136.522
6.282,49,135.915
6.293,49,135.525
6.304,49,135.123
6.314,49,135.138
6.325,49,135.199
6.336,49,135.42
6.346,49,135.414
6.357,49,135.311
6.368,49,135.162
6.379,49,135.138
6.389,49,134.838
6.4,48,134.158
6.411,48,133.35
6.421,48,132.633
6.432,48,132.359
6.443,48,131.663
6.454,46,118.692
6.464,46,116.664
6.475,51,154.12
6.486,51,154.262
6.496,51,154.215
6.507,51,157.99
6.518,51,159.973
6.529,51,156.1
6.539,51,153.851
6.55,51,151.701
6.561,50,151.085
6.571,50,151.01
6.582,50,150.84
6.593,50,150.558
6.604,50,150.272
6.614,50,150.204
6.625,50,150.493
6.636,50,150.285
6.646,50,149.11
6.657,50,144.111
6.668,50,150.833
6.679,51,153.138
6.689,51,153.796
6.7,51,157.086
6.711,52,168.694
6.721,52,169.114
6.732,52,169.586
6.743,52,169.023
6.754,52,167.889
6.764,52,166.954
6.775,52,165.871
6.786,52,165.601
6.796,52,165.217
6.807,52,164.747
6.818,52,164.386
6.829,52,164.045
6.839,52,163.556
6.85,52,163.233
6.861,52,162.442
6.871,52,160.565
6.882,51,157.544
6.893,51,154.712
6.904,51,152.415
6.914,51,153.985
6.925,51,154.578
6.936,51,154.47
6.946,51,155.09
6.957,51,154.642
7,49,137.576
7.011,49,136.029
7.021,49,135.538
7.032,49,135.915
7.043,49,135.505
7.054,49,134.735
7.064,48,134.388
7.075,48,134.097
7.086,48,133.746
7.096,48,133.318
7.107,48,133.04
7.118,48,132.802
7.129,48,132.701
7.139,48,132.85
7.15,48,132.839
7.161,48,132.79
7.171,48,132.506
7.182,48,132.439
7.193,48,133.205
7.204,48,133.448
7.214,48,133.505
7.225,48,133.236
7.236,48,132.446
7.246,48,131.921
7.257,48,131.894
7.268,48,131.585
7.279,48,131.552
7.289,48,132.288
7.3,48,133.305
7.311,48,134.328
7.321,49,135.344
7.332,49,136.034
7.343,49,135.02
7.354,48,131.992
7.364,47,125.199
7.375,46,117.48
7.386,46,115.619
7.396,46,115.709
7.407,39,77.221
7.418,39,77.374
7.429,39,77.118
7.439,39,77.414
7.45,39,77.185
7.461,39,77.368
7.471,39,77.154
7.482,39,77.165
7.493,39,77.309
7.504,39,77.017
7.514,39,77.19
7.525,39,77.22
7.536,39,77.187
7.546,39,77.365
7.557,39,77.147
7.568,39,77.414
7.579,39,77.155
7.589,39,77.157
7.6,39,77.419
7.611,39,77.352
7.621,39,77.406
7.632,39,76.998
7.643,39,76.96
7.654,39,76.941
7.664,39,77.296
7.675,39,77.308
7.686,39,77.191
7.696,39,77.311
7.707,39,77.212
7.718,39,77.238
7.729,39,77.232
7.739,39,77.096
7.75,39,77.333
7.761,39,77.137
7.771,39,77.257
7.782,39,77.542
7.793,39,77.158
7.804,39,77.296
7.814,39,77.064
7.825,39,77.217
7.836,39,77.091
7.846,39,77.116
7.857,39,77.388
7.868,39,77.148
7.879,39,77.25
7.889,39,77.187
7.921,50,150.992
7.932,50,144.399
7.943,49,139.095
7.954,49,136.932
7.964,49,134.87
7.975,48,133.658
