time,semitone,f0
5.479,51,159.307
5.489,51,155.267
5.5,51,154.873
5.511,51,154.067
5.521,51,155.104
5.543,70,464.41
5.554,70,464.737
5.564,70,464.734
5.575,70,463.544
5.586,70,461.634
5.607,53,176.95
5.618,52,168.516
5.629,52,165.462
5.639,52,163.125
5.65,52,161.613
5.661,52,160.612
5.671,51,159.89
5.682,51,159.981
5.693,52,160.81
5.704,52,161.382
5.714,52,161.299
5.725,52,160.888
5.736,52,161.045
5.746,52,161.287
5.757,52,161.415
5.768,52,161.676
5.779,52,162.083
5.789,52,162.33
5.8,52,162.064
5.811,52,162.182
5.821,52,162.691
5.832,52,163.028
5.843,52,163.005
5.854,52,163.082
5.864,52,164.199
5.875,52,164.81
5.886,52,164.359
5.896,52,163.893
5.907,52,162.527
5.918,51,160.118
5.929,51,156.044
5.939,51,151.919
5.95,50,150.399
5.961,51,153.74
5.982,70,465.461
5.993,70,466.476
6.004,70,463.992
6.014,70,464.336
6.025,70,462.859
6.036,70,463.708
6.057,52,161.674
6.068,51,156.272
6.079,51,152.149
6.089,50,148.789
6.1,50,147.548
6.111,50,148.477
6.121,50,148.935
6.132,50,148.924
6.143,50,148.474
6.154,50,148.089
6.164,50,147.842
6.175,50,147.167
6.186,50,145.774
6.196,50,143.598
6.207,49,141.059
6.218,48,133.883
6.229,48,131.608
6.239,47,125.957
6.25,48,129.827
6.261,49,135.345
6.271,49,136.522
6.282,49,135.915
6.293,49,135.525
6.304,49,135.123
6.314,49,135.138
6.325,49,135.199
6.336,49,135.42
6.346,49,135.414
6.357,49,135.311
6.368,49,135.162
6.379,49,135.138
6.389,49,134.838
6.4,48,134.158
6.411,48,133.35
6.421,48,132.633
6.432,48,132.359
6.443,48,131.663
6.454,46,118.692
6.464,46,116.664
6.475,51,154.12
6.486,51,154.262
6.496,51,154.215
6.507,51,157.99
6.518,51,159.973
6.529,51,156.1
6.539,51,153.851
6.55,51,151.701
6.561,50,151.085
6.571,50,151.01
6.582,50,150.84
6.593,50,150.558
6.604,50,150.272
6.614,50,150.204
6.625,50,150.493
6.636,50,150.285
6.646,50,149.11
6.657,50,144.111
6.668,50,150.833
6.679,51,153.138
6.689,51,153.796
6.7,51,157.086
6.711,52,168.694
6.721,52,169.114
6.732,52,169.586
6.743,52,169.023
6.754,52,167.889
6.764,52,166.954
6.775,52,165.871
6.786,52,165.601
6.796,52,165.217
6.807,52,164.747
6.818,52,164.386
6.829,52,164.045
6.839,52,163.556
6.85,52,163.233
6.861,52,162.442
6.871,52,160.565
6.882,51,157.544
6.893,51,154.712
6.904,51,152.415
6.925,70,463.932
6.936,70,463.565
6.946,70,464.186
6.957,70,464.29
6.968,70,477.303
7,49,137.576
7.011,49,136.029
7.021,49,135.538
7.032,49,135.915
7.043,49,135.505
7.054,49,134.735
7.064,48,134.388
7.075,48,134.097
7.086,48,133.746
7.096,48,133.318
7.107,48,133.04
7.118,48,132.802
7.129,48,132.701
7.139,48,132.85
7.15,48,132.839
7.161,48,132.79
7.171,48,132.506
7.182,48,132.439
7.193,48,133.205
7.204,48,133.448
7.214,48,133.505
7.225,48,133.236
7.236,48,132.446
7.246,48,131.921
7.257,48,131.894
7.268,48,131.585
7.279,48,131.552
7.289,48,132.288
7.3,48,133.305
7.311,48,134.328
7.321,49,135.344
7.332,49,136.034
7.343,49,135.02
7.354,48,131.992
7.364,47,125.199
7.375,46,117.48
7.396,70,465.391
7.407,70,463.242
7.418,70,464.545
7.429,70,464.056
7.439,70,466.556
7.45,70,464.935
7.461,70,463.999
7.471,70,464.155
7.482,70,464.606
7.493,70,468.373
7.504,70,465.496
7.514,70,466.552
7.525,70,464.014
7.536,70,463.303
7.546,70,464.73
7.557,70,465.067
7.568,70,465.825
7.579,70,464.617
7.589,70,464.307
7.6,70,464.883
7.611,70,462.76
7.621,70,469.883
7.632,70,465.681
7.643,70,466.01
7.654,70,464.806
7.664,70,461.281
7.675,70,459.663
7.686,70,460.485
7.696,70,463.126
7.707,70,467.076
7.718,70,466.574
7.729,70,464.145
7.739,70,465.052
7.75,70,465.29
7.761,70,463.214
7.771,70,463.945
7.782,70,464.901
7.793,70,461.688
7.804,70,463.924
7.814,70,463.604
7.825,70,465.214
7.836,70,464.664
7.846,70,464.869
7.857,70,464.698
7.868,70,461.977
7.879,70,462.445
7.889,70,464.785
7.9,70,466.792
7.921,50,150.992
7.932,50,144.399
7.943,49,139.095
7.954,49,136.932
7.964,49,134.87
7.975,48,133.658
