time,semitone,f0
3.84,46,114.676
3.85,46,114.248
3.86,46,114.117
3.87,46,114.481
3.88,46,114.345
3.89,46,114.359
3.9,46,114.631
3.91,46,114.103
3.92,46,114.025
3.93,46,114.416
3.94,46,114.733
3.95,46,115.489
3.96,46,115.016
3.97,46,115.001
3.98,46,115.165
3.99,46,114.944
4.0,46,115.261
4.01,46,116.162
4.02,46,116.847
4.03,46,116.883
4.04,46,117.732
4.05,46,116.792
4.06,46,117.724
4.07,46,116.722
4.08,46,116.728
4.09,46,116.656
4.1,46,116.92
4.11,46,116.232
4.13,70,468.561
4.14,70,465.181
4.15,70,466.246
4.16,70,462.324
4.17,70,465.378
4.18,70,464.64
4.19,70,466.917
4.22,51,155.408
4.23,50,150.22
4.24,50,147.11
4.25,50,146.073
4.26,50,145.457
4.27,50,144.788
4.28,50,143.872
4.29,50,142.933
4.3,49,142.003
4.31,49,141.159
4.32,49,141.152
4.33,49,140.678
4.34,49,140.795
4.35,49,140.256
4.36,49,140.363
4.37,49,140.237
4.38,49,139.908
4.39,49,139.317
4.4,49,138.434
4.41,49,138.972
4.42,49,138.929
4.43,49,138.426
4.44,49,138.068
4.45,49,137.671
4.46,49,137.27
4.47,49,136.815
4.48,49,135.66
4.49,49,135.052
4.5,49,135.096
4.51,49,134.879
4.52,49,134.887
4.53,49,134.794
4.54,49,135.282
4.55,49,134.884
4.56,49,134.828
4.57,48,134.561
4.58,48,133.952
4.59,48,133.537
4.6,48,134.168
4.61,49,134.685
4.62,49,135.154
4.63,49,134.872
4.64,48,133.996
4.65,48,133.856
4.66,48,133.64
4.67,48,133.772
4.68,48,134.096
4.69,48,134.464
4.7,49,134.812
4.71,48,134.482
4.72,48,134.402
4.73,48,133.896
4.74,48,133.953
4.75,49,134.737
4.76,49,134.888
4.77,49,135.328
4.78,49,135.461
4.79,48,134.63
4.8,48,131.847
4.81,48,129.181
4.82,48,129.92
4.83,46,118.17
4.85,70,467.475
4.86,70,464.511
4.87,70,462.417
4.88,70,463.893
4.89,70,462.167
4.91,51,157.305
4.92,51,154.988
4.93,50,150.752
4.94,50,148.766
4.95,50,148.512
4.96,50,148.684
4.97,50,148.842
4.98,50,148.713
4.99,50,148.805
5.0,50,149.172
5.01,50,149.914
5.02,50,150.094
5.03,50,150.302
5.04,50,150.328
5.05,50,150.385
5.06,50,149.871
5.07,50,146.179
5.08,50,149.714
5.09,51,152.867
5.1,51,154.428
5.11,51,154.021
5.12,51,154.679
5.13,51,155.292
5.14,51,157.003
5.15,53,172.58
5.16,53,171.474
5.17,52,169.562
5.18,52,167.4
5.19,52,164.996
5.2,52,162.934
5.21,52,161.998
5.22,52,161.947
5.23,52,162.264
5.24,52,162.292
5.25,52,162.251
5.26,52,162.073
5.27,52,162.035
5.28,52,162.17
5.29,52,162.071
5.3,52,162.054
5.31,52,162.458
5.32,52,162.639
5.33,52,162.37
5.34,52,162.421
5.35,52,162.383
5.36,52,162.147
5.37,52,161.514
5.38,52,161.086
5.39,52,160.932
5.4,52,160.968
5.41,52,160.844
5.42,52,160.714
5.43,52,160.583
5.44,52,161.285
5.45,52,162.114
5.46,52,161.771
5.47,52,160.708
5.48,51,158.922
5.49,51,154.516
5.5,51,155.056
5.51,51,153.902
5.52,51,155.21
5.54,70,465.644
5.55,70,463.095
5.56,70,466.093
5.57,70,463.601
5.58,70,462.078
5.59,70,463.32
5.61,53,172.632
5.62,52,167.986
5.63,52,165.041
5.64,52,162.994
5.65,52,161.59
5.66,52,160.663
5.67,51,159.943
5.68,51,159.85
5.69,52,160.602
5.7,52,161.234
5.71,52,161.479
5.72,52,160.992
5.73,52,160.914
5.74,52,161.165
5.75,52,161.325
5.76,52,161.468
5.77,52,161.743
5.78,52,162.143
5.79,52,162.339
5.8,52,162.054
5.81,52,162.138
5.82,52,162.633
5.83,52,162.992
5.84,52,163.061
5.85,52,162.933
5.86,52,163.66
5.87,52,164.757
5.88,52,164.638
5.89,52,164.182
5.9,52,163.602
5.91,52,161.983
5.92,51,159.408
5.93,51,155.202
5.94,51,151.555
5.95,50,150.218
5.96,51,153.789
5.98,70,465.493
5.99,70,466.004
6.0,70,465.429
6.01,70,463.983
6.02,70,462.866
6.03,70,464.242
6.04,70,462.738
6.06,52,160.914
6.07,51,155.322
6.08,51,151.708
6.09,50,148.476
6.1,50,147.513
6.11,50,148.432
6.12,50,148.902
6.13,50,148.997
6.14,50,148.593
6.15,50,148.169
6.16,50,147.993
6.17,50,147.52
6.18,50,146.681
6.19,50,144.975
6.2,49,142.652
6.21,49,139.876
6.22,48,132.439
6.23,48,127.396
6.24,47,126.37
6.25,48,129.463
6.26,49,135.205
6.27,49,136.472
6.28,49,136.115
6.29,49,135.575
6.3,49,135.235
6.31,49,135.148
6.32,49,135.062
6.33,49,135.431
6.34,49,135.354
6.35,49,135.429
6.36,49,135.257
6.37,49,135.135
6.38,49,135.155
6.39,49,134.799
6.4,48,134.162
6.41,48,133.376
6.42,48,132.727
6.43,48,132.282
6.44,48,132.339
6.45,48,128.174
6.46,51,152.492
6.47,51,154.228
6.48,51,153.631
6.49,51,154.593
6.5,51,154.439
6.51,52,163.592
6.52,51,159.439
6.53,51,155.842
6.54,51,153.713
6.55,51,151.662
6.56,50,151.095
6.57,50,151.013
6.58,50,150.905
6.59,50,150.619
6.6,50,150.386
6.61,50,150.144
6.62,50,150.386
6.63,50,150.486
6.64,50,150.001
6.65,50,147.589
6.66,50,142.782
6.67,51,152.508
6.68,51,153.018
6.69,51,153.954
6.7,51,156.632
6.71,52,168.485
6.72,52,169.036
6.73,52,169.549
6.74,52,169.328
6.75,52,168.22
6.76,52,167.394
6.77,52,166.257
6.78,52,165.707
6.79,52,165.471
6.8,52,165.065
6.81,52,164.628
6.82,52,164.328
6.83,52,163.99
6.84,52,163.519
6.85,52,163.237
6.86,52,162.553
6.87,52,160.835
6.88,51,158.113
6.89,51,155.29
6.9,51,152.237
6.92,70,461.985
6.93,70,465.225
6.94,70,463.37
6.95,70,463.838
6.96,70,465.537
6.97,71,489.539
7.0,49,137.621
7.01,49,136.116
7.02,49,135.475
7.03,49,135.917
7.04,49,135.706
7.05,49,134.903
7.06,48,134.577
7.07,48,134.134
7.08,48,134.055
7.09,48,133.492
7.1,48,133.281
7.11,48,132.89
7.12,48,132.848
7.13,48,132.656
7.14,48,132.876
7.15,48,132.852
7.16,48,132.768
7.17,48,132.586
7.18,48,132.35
7.19,48,132.995
7.2,48,133.427
7.21,48,133.537
7.22,48,133.335
7.23,48,132.999
7.24,48,132.151
7.25,48,131.881
7.26,48,131.876
7.27,48,131.475
7.28,48,131.605
7.29,48,132.345
7.3,48,133.32
7.31,48,134.23
7.32,49,135.296
7.33,49,135.838
7.34,49,135.914
7.35,48,132.959
7.36,48,128.724
7.37,46,119.559
7.38,46,115.983
7.4,70,464.908
7.41,70,462.408
7.42,70,465.215
7.43,70,463.98
7.44,70,466.809
7.45,70,464.8
7.46,70,464.3
7.47,70,463.796
7.48,70,464.197
7.49,70,468.127
7.5,70,465.771
7.51,70,467.356
7.52,70,463.945
7.53,70,464.535
7.54,70,462.798
7.55,70,465.616
7.56,70,465.327
7.57,70,465.295
7.58,70,465.239
7.59,70,463.807
7.6,70,465.122
7.61,70,462.19
7.62,70,470.423
7.63,70,465.669
7.64,70,466.872
7.65,70,463.728
7.66,70,464.693
7.67,70,458.591
7.68,70,460.298
7.69,70,461.566
7.7,70,463.299
7.71,70,468.985
7.72,70,465.18
7.73,70,464.494
7.74,70,464.949
7.75,70,465.513
7.76,70,462.918
7.77,70,464.209
7.78,70,464.568
7.79,70,462.846
7.8,70,462.477
7.81,70,463.546
7.82,70,465.512
7.83,70,463.549
7.84,70,466.336
7.85,70,463.599
7.86,70,465.052
7.87,70,461.149
7.88,70,462.703
7.89,70,465.126
7.9,70,466.519
7.92,51,151.587
7.93,50,146.901
7.94,49,139.648
7.95,49,137.826
7.96,49,135.403
7.97,48,134.428
7.98,48,132.819
