time,semitone,f0
2.071,52,166.429
2.082,52,167.613
2.093,52,166.29
2.104,52,165.764
2.114,52,165.679
2.125,52,165.796
2.136,52,166.299
2.146,52,166.783
2.157,52,167.026
2.168,52,166.641
2.179,52,165.783
2.189,52,164.879
2.2,52,164.257
2.211,52,163.793
2.221,52,163.9
2.232,52,164.137
2.243,52,164.227
2.254,52,164.006
2.264,52,163.824
2.275,52,164.079
2.286,52,164.324
2.296,52,164.586
2.307,52,164.836
2.318,52,164.95
2.329,52,164.876
2.339,52,164.647
2.35,52,164.474
2.361,52,164.347
2.371,52,163.948
2.382,52,163.791
2.393,52,163.587
2.404,52,163.373
2.414,52,163.702
2.425,52,164.086
2.436,52,163.883
2.446,52,161.981
2.457,52,160.132
2.468,51,158.975
2.479,51,157.293
2.489,51,155.186
2.5,51,151.814
2.511,50,148.88
2.521,50,148.447
2.532,50,145.856
2.543,50,143.33
2.554,49,140.855
2.564,49,140.77
2.575,49,141.196
2.586,49,141.46
2.596,49,141.274
2.607,49,141.44
2.618,49,141.633
2.629,49,141.705
2.639,49,141.875
2.65,49,142.44
2.661,50,143.167
2.671,50,143.354
2.682,50,142.709
2.693,49,140.553
2.704,49,138.917
2.714,49,137.901
2.725,48,133.381
2.736,48,130.286
2.746,48,128.527
2.757,48,129.636
2.768,48,128.569
2.779,47,126.951
2.789,47,126.053
2.8,47,125.803
2.811,47,126.52
2.821,48,127.412
2.832,48,128.206
2.843,48,128.344
2.854,48,128.434
2.864,48,128.79
2.875,48,128.69
2.886,48,128.737
2.896,48,128.377
2.907,48,128.274
2.918,48,132.022
2.929,48,132.199
2.939,48,133.007
2.95,48,134.412
2.961,49,137.163
2.971,49,138.545
2.982,49,139.637
2.993,49,140.842
3.004,49,142.301
3.014,50,143.42
3.025,50,143.925
3.036,50,144.455
3.046,50,144.877
3.057,50,145.196
3.068,50,145.252
3.079,50,145.405
3.089,50,145.596
3.1,50,146.029
3.111,50,146.922
3.121,50,147.387
3.132,50,147.523
3.143,50,149.356
3.154,50,150.46
3.164,51,151.201
3.175,51,152.344
3.186,51,154.624
3.196,51,159.248
3.207,52,163.411
3.218,52,164.545
3.229,52,166.275
3.239,52,166.735
3.25,52,166.261
3.261,52,165.677
3.271,52,164.686
3.282,52,163.265
3.293,52,161.69
3.304,52,160.193
3.314,51,158.518
3.325,51,156.968
3.336,51,155.07
3.346,51,152.244
3.357,50,150.646
3.368,50,148.196
3.379,50,144.999
3.389,49,140.489
3.4,49,136.565
3.411,48,134.534
3.421,48,133.175
3.432,48,132.934
3.443,48,131.445
3.454,48,131.089
3.464,48,131.492
3.475,48,132.084
3.486,48,132.671
3.496,48,132.899
3.507,48,132.405
3.518,48,131.882
3.529,48,131.344
3.539,48,130.98
3.55,48,130.806
3.561,48,130.74
3.571,48,130.632
3.582,48,130.486
3.593,48,130.426
3.604,48,130.668
3.614,48,130.542
3.625,48,130.486
3.636,48,130.508
3.646,48,130.595
3.657,48,130.8
3.668,48,131.123
3.679,48,131.202
3.689,48,130.756
3.7,48,130.15
3.711,48,129.71
3.721,48,129.544
3.732,48,129.455
3.743,48,129.289
3.754,48,129.073
3.764,48,128.855
3.775,48,128.04
3.786,48,127.143
3.796,47,126.203
3.807,47,124.606
3.818,47,122.852
3.829,47,120.898
3.839,46,117.718
3.85,46,115.007
3.861,45,110.814
3.871,45,108.815
3.882,45,107.858
3.893,45,107.095
3.904,44,106.789
3.914,44,104.489
3.925,44,102.878
3.936,44,102.838
4.311,46,115.024
4.321,46,117.365
4.332,46,117.571
4.343,46,119.787
4.354,47,122.876
4.364,47,123.123
4.375,47,123.911
4.386,47,125.372
4.396,47,127.072
4.407,48,128.737
4.418,48,129.932
4.429,48,130.393
4.439,48,130.716
4.45,48,130.714
4.461,48,130.493
4.471,48,130.422
4.482,48,130.273
4.493,48,130.253
4.504,48,130.038
4.514,48,129.615
4.525,48,128.88
4.536,48,128.196
4.546,48,127.64
4.557,48,127.447
4.568,48,127.516
4.579,48,127.445
4.589,48,127.753
4.6,48,128.117
4.611,48,128.564
4.621,48,129.338
4.632,48,130.391
4.643,48,131.694
4.654,48,132.504
4.664,48,132.831
4.675,48,133.059
4.686,48,132.856
4.696,48,132.23
4.707,48,131.722
4.718,48,131.491
4.729,48,131.302
4.739,48,131.012
4.75,48,130.94
4.761,48,131.034
4.771,48,131.026
4.782,48,130.988
4.793,48,130.652
4.804,48,129.931
4.814,48,129.21
4.825,48,128.901
4.836,48,129.095
4.846,48,129.437
4.857,48,130.076
4.868,48,130.928
4.879,48,131.168
4.889,48,131.34
4.9,48,131.369
4.911,48,130.725
4.921,48,130.827
4.932,48,133.473
4.943,48,134.1
4.954,49,134.883
4.964,49,135.621
4.975,49,136.511
4.986,49,138.24
4.996,49,141.661
5.007,50,143.427
5.018,50,143.759
5.029,50,144.489
5.039,50,144.905
5.05,50,145.032
5.061,50,145.185
5.071,50,144.848
5.082,50,144.598
5.093,50,144.382
5.104,50,143.995
5.114,50,143.853
5.125,50,143.881
5.136,50,143.555
5.146,50,142.977
5.157,49,141.879
5.168,50,143.684
5.179,50,145.911
5.189,50,147.24
5.2,50,149.675
5.211,51,152.709
5.221,51,156.923
5.232,52,162.555
5.243,52,163.667
5.254,52,165.17
5.264,52,166.328
5.275,52,167.166
5.286,52,166.932
5.296,52,166.171
5.307,52,164.67
5.318,52,163.132
5.329,52,161.698
5.339,52,160.799
5.35,52,160.128
5.361,51,159.858
5.371,52,160.208
5.382,52,160.887
5.393,52,162.08
5.404,52,163.693
5.414,52,164.924
5.425,52,165.696
5.436,52,166.243
5.446,52,166.394
5.457,52,165.835
5.468,52,165.161
5.479,52,164.893
5.489,52,164.73
5.5,52,164.296
5.511,52,164.007
5.521,52,163.645
5.532,52,163.572
5.543,52,163.429
5.554,52,163.11
5.564,52,163.124
5.575,52,161.789
5.586,52,161.009
5.596,52,161.636
5.607,52,161.629
5.618,52,161.776
5.629,52,161.987
5.639,52,163.958
5.65,52,168.213
5.661,52,167.531
5.671,52,166.788
5.682,52,166.855
5.693,52,166.838
5.704,52,166.735
5.714,52,166.387
5.725,52,166.56
5.736,52,166.794
5.746,52,166.679
5.757,52,166.375
5.768,52,166.544
5.779,52,166.959
5.789,52,167.504
5.8,52,167.519
5.811,52,166.915
5.821,52,166.014
5.832,52,165.779
5.843,52,165.848
5.854,52,165.927
5.864,52,165.756
5.875,52,165.228
5.886,52,164.838
5.896,52,164.723
5.907,52,164.415
5.918,52,164.391
5.929,52,164.888
5.939,52,164.722
5.95,52,163.999
5.961,52,163.549
5.971,52,163.402
5.982,52,163.112
5.993,52,163.538
6.004,52,163.994
6.014,52,164.042
6.025,52,163.749
6.036,52,162.287
6.046,51,158.281
6.057,51,155.977
6.068,51,153.203
6.079,50,149.959
6.089,50,148.389
6.1,50,148.385
6.111,50,148.512
6.121,50,147.299
6.132,50,146.199
6.143,50,145.051
6.154,50,144.399
6.164,50,144.009
6.175,50,144.046
6.186,50,144.497
6.196,50,144.393
6.207,50,143.638
6.218,50,143.499
6.229,50,143.378
6.239,49,142.562
6.25,49,140.695
6.261,49,138.274
6.271,49,137.601
6.282,49,134.957
6.293,48,132.071
6.304,48,129.274
6.314,48,127.904
6.325,47,125.61
6.336,47,124.769
6.346,47,125.092
6.357,47,125.892
6.368,48,127.112
6.379,48,127.972
6.389,48,129.008
6.4,48,129.674
6.411,48,129.904
6.421,48,130.312
6.432,48,130.936
6.443,48,131.603
6.454,48,131.051
6.464,48,129.252
6.475,48,131.78
6.486,48,131.749
6.496,48,131.811
6.507,48,132.457
6.518,48,134.595
6.529,49,136.711
6.539,49,136.676
6.55,49,136.722
6.561,49,137.421
6.571,49,138.542
6.582,49,139.848
6.593,49,141.342
6.604,50,142.706
6.614,50,144.056
6.625,50,144.985
6.636,50,146.053
6.646,50,146.989
6.657,50,147.692
6.668,50,148.373
6.679,50,148.388
6.689,50,147.75
6.7,50,148.284
6.711,50,148.627
6.721,50,147.967
6.732,50,147.841
6.743,50,149.15
6.754,51,151.74
6.764,51,152.708
6.775,51,153.514
6.786,51,154.34
6.796,51,155.516
6.807,51,157.041
6.818,51,158.267
6.829,51,159.316
6.839,52,160.579
6.85,52,162.232
6.861,52,163.183
6.871,52,163.047
6.882,52,162.355
6.893,52,160.67
6.904,51,158.381
6.914,51,158.336
6.925,51,157.762
6.936,51,156.457
6.946,51,154.611
6.957,51,151.955
6.968,50,148.584
6.979,50,146.317
6.989,49,140.49
7,49,135.473
7.011,48,130.998
7.021,47,126.801
7.032,47,125.235
7.043,47,124.098
7.054,47,124.854
7.064,47,125.987
7.075,47,127.027
7.086,48,127.616
7.096,48,128.06
7.107,48,128.607
7.118,48,129.357
7.129,48,130.283
7.139,48,130.825
7.15,48,131.315
7.161,48,131.24
7.171,48,130.948
7.182,48,130.613
7.193,48,130.552
7.204,48,129.981
7.214,48,129.403
7.225,48,129.349
7.236,48,129.314
7.246,48,129.497
7.257,48,129.368
7.268,48,128.85
7.279,48,128.657
7.289,48,128.377
7.3,48,128.259
7.311,48,128.384
7.321,48,128.575
7.332,48,128.585
7.343,48,127.903
7.354,48,127.388
7.364,47,126.762
7.375,47,126.337
7.386,48,127.276
7.396,48,128.126
7.407,48,127.891
7.418,48,129.154
7.429,48,131.022
7.439,48,130.682
7.45,48,129.038
7.461,48,130.873
7.471,48,133.406
