time,f0
0.9200000000000002,133.32902013312727
0.9300000000000002,131.99737019913013
0.9400000000000002,131.4220932785565
0.9500000000000002,131.19822270742236
0.9600000000000002,131.25679181853803
0.9700000000000002,131.5602008677079
0.9800000000000001,130.48951365266973
0.9900000000000001,130.8094325195118
1,132.296673792893
1.01,133.77860002891842
1.02,133.69500222645794
1.03,136.14784400948233
1.04,137.03637962787948
1.05,138.57714586199484
1.06,138.64168509476966
1.07,138.25401723243613
1.08,138.4888814938068
1.09,139.3200105570094
1.1,138.84839707190102
1.11,137.43045283682017
1.12,135.69165448572892
1.1300000000000001,134.53437204657303
1.1400000000000001,134.3259396437468
1.1500000000000001,134.99877496505596
1.1600000000000001,134.6755171131602
1.1700000000000002,134.0784318114797
1.18,134.55732858288232
1.19,133.99419346118145
1.2,132.90473565978482
1.21,150.24329597839085
1.22,153.80703203001755
1.23,154.69479636014466
1.24,153.97685371508567
1.25,154.39222627409785
1.26,155.29446168748265
1.27,172.45467759979638
1.28,159.81492798938783
1.29,147.0625798998655
1.3,145.66270374560608
1.31,145.47894769835554
1.32,145.15087473564364
1.33,144.74703573029174
1.34,144.85802279104914
1.35,144.79005098525167
1.36,144.79232997866507
1.37,144.87587550343773
1.3800000000000001,145.3154667512015
1.3900000000000001,145.35730093259497
1.4000000000000001,145.614717749294
1.4100000000000001,143.5675176920639
1.4200000000000002,144.73879039450938
1.43,143.04264064957565
1.44,141.27616776180108
1.45,141.3869907459731
1.46,149.22950838766934
1.47,160.20171913997632
1.48,157.9949256660613
1.49,159.30452791062797
1.5,161.48827915862864
1.51,158.76172515498612
1.52,157.62847426750392
1.53,157.11130161177556
1.54,156.74731936059283
1.55,156.6461403871859
1.56,157.06037368033242
1.57,157.15458766624312
1.58,157.08412404336224
1.59,157.09930982854783
1.6,157.52337690395146
1.61,157.85685602710902
1.62,158.16516134350772
1.6300000000000001,158.61132588059263
1.6400000000000001,158.67853617118496
1.6500000000000001,159.05768523243026
1.6600000000000001,160.17681143184657
1.6700000000000002,160.91682551173454
1.6800000000000002,161.65247276623307
1.69,162.06581733898898
1.7,162.38470685205533
1.71,162.37781991767565
1.72,162.34730877193743
1.73,162.29151360792324
1.74,162.22916303145976
1.75,162.40599051301342
1.76,162.20245789890438
1.77,162.1044833787453
1.78,162.3493124894495
1.79,162.2683935853034
1.8,161.98422168931063
1.81,161.89437151105435
1.82,161.1058777814683
1.83,160.23371363992604
1.84,154.04820383527104
1.85,156.08668044963002
1.86,154.05910119515323
1.87,153.72296624127483
1.8800000000000001,153.1507336743012
1.8900000000000001,153.2877275799493
1.9000000000000001,154.99268110453787
1.9100000000000001,164.7558241405976
1.9200000000000002,164.22339159653419
1.9300000000000002,163.91060573151304
1.94,162.48525847709143
1.95,160.7905049680051
1.96,160.11864762629244
1.97,160.03034307844666
1.98,159.93001112459282
1.99,159.9189228638998
2,159.72018989735597
2.0100000000000002,159.81431108888657
2.02,160.08936044641018
2.0300000000000002,160.65625766062112
2.04,161.01301334834153
2.0500000000000003,160.9712672199302
2.06,161.0079063391341
2.07,161.13480473715862
2.08,161.57614952914776
2.09,162.05796740871816
2.1,162.3847936138021
2.11,162.53268761093975
2.12,162.82841308158376
2.13,163.3502699077887
2.14,163.01829002936222
2.15,162.82473777034707
2.16,162.4520702239689
2.17,162.28432999555685
2.18,163.0000523853396
2.19,163.07284981498375
2.2,163.48314954705447
2.21,164.1133925203881
2.22,164.05668250970413
2.23,163.94415444592673
2.24,163.764594568972
2.25,163.32738985891734
2.2600000000000002,162.5781262736924
2.27,161.95247634371506
2.2800000000000002,161.14674352170107
2.29,159.54367524162166
2.3000000000000003,154.69856177286206
2.31,153.7525043907167
2.3200000000000003,151.7009624728784
2.33,151.21849183208022
2.34,150.9005651538434
2.35,152.72194878621113
2.36,154.39702042961514
2.37,154.08393034834165
2.38,155.1161913403673
2.39,153.99629694642513
2.4,--undefined--
2.41,170.03833718203646
2.42,160.62125336008634
2.43,156.61363968473083
2.44,150.456656789961
2.45,148.52035314951925
2.46,148.319287476582
2.47,148.3221287779929
2.48,148.2981245909681
2.49,148.22884836191855
2.5,148.32584924156288
2.5100000000000002,148.6320943897013
2.52,148.46969117272383
2.5300000000000002,147.81261512467896
2.54,147.31632523168156
2.5500000000000003,146.26878093394953
2.56,140.42545540295902
2.5700000000000003,140.12782333372002
2.58,135.85667730595722
2.59,132.72106768192347
2.6,133.33270433850234
2.61,142.776177555057
2.62,141.93780258770724
2.63,141.26257188320054
2.64,139.7568237157049
2.65,138.70506811336878
2.66,139.0567531362881
2.67,138.96270637286852
2.68,138.16302925382192
2.69,137.32916013704877
2.7,136.49749640392787
2.71,135.2303078339723
2.72,134.23571215240477
2.73,134.6246089484097
2.74,134.250814879411
2.75,134.02439426170793
2.7600000000000002,133.8253093180513
2.77,132.470613425419
2.7800000000000002,129.59817318100443
2.79,132.1162518490017
2.8000000000000003,131.45230504594542
2.81,132.23512273498352
2.8200000000000003,135.1668622858234
2.83,148.11720483129196
2.84,149.07022320050393
2.85,147.8974724727298
2.86,147.38582601629045
2.87,147.5140429401253
2.88,147.21243599883357
2.89,147.32881394660504
2.9,147.36505173090075
2.91,147.50302139691536
2.92,148.30939892498608
2.93,148.7143983432822
2.94,149.25028685752238
2.95,151.08089130250517
2.96,151.19887960517514
2.97,149.07455216220532
2.98,152.61823011056984
2.99,152.9154631279431
3,153.7907438188154
3.0100000000000002,155.82862089078006
3.02,170.8911983388992
3.0300000000000002,171.38455076758004
3.04,171.65152239086945
3.0500000000000003,169.76724936395325
3.06,166.94168717223062
3.0700000000000003,165.3708792454843
3.08,164.3451109829511
3.0900000000000003,164.191657475868
3.1,164.27024212622197
3.11,164.61845890517998
3.12,165.31341634330798
3.13,166.03785807074894
3.14,166.43058693858424
3.15,166.5816721662988
3.16,166.30553510552647
3.17,165.24816137241845
3.18,163.38304854178762
3.19,159.56108284054724
3.2,154.45106859595637
3.21,154.69559777321888
3.22,151.77498718765787
3.23,152.42529086844164
3.24,154.42277598524575
3.25,154.50003959539796
3.2600000000000002,153.667683114584
3.27,--undefined--
3.2800000000000002,--undefined--
3.29,--undefined--
3.3000000000000003,142.88165090241577
3.31,141.7957173982229
3.3200000000000003,139.2940481648729
3.33,138.64543961386272
3.3400000000000003,138.42224994099183
3.35,138.7807216750791
3.36,138.3503383634156
3.37,138.309504938713
3.38,138.6817229693599
3.39,138.5193815193803
3.4,138.21092143112065
3.41,138.56680730020054
3.42,138.37179867418283
3.43,138.05886835496702
3.44,137.58790063804994
3.45,137.18935808777175
3.46,136.80397724899922
3.47,137.00155515076082
3.48,137.2482330293058
3.49,137.5125146327466
3.5,137.42055940098126
3.5100000000000002,136.9978669432147
3.52,136.5744774372224
3.5300000000000002,136.52775362698807
3.54,136.36426958336153
3.5500000000000003,136.5999677755915
3.56,136.28465743730405
3.5700000000000003,136.17871413006384
3.58,136.08437638876495
3.5900000000000003,135.60385608835767
3.6,135.49083608530165
3.61,135.7316382333242
3.62,134.726597851002
3.63,130.2158813992986
3.64,131.02794586286086
3.65,119.75338556908011
3.66,117.76383178809617
3.67,117.22404782401739
3.68,153.01843082808062
3.69,153.88333797271562
3.7,154.77190866035482
3.71,--undefined--
3.72,--undefined--
3.73,--undefined--
3.74,126.29941296256257
3.75,122.6352876515624
3.7600000000000002,120.77204744070406
3.77,118.35726249375925
3.7800000000000002,117.12662655184691
3.79,115.62055222960137
3.8000000000000003,114.53637467305357
3.81,115.04844690503049
3.8200000000000003,114.65967041401613
3.83,114.06615162758119
3.8400000000000003,114.67638880249179
3.85,114.24782997979837
3.86,114.11690959748029
3.87,114.48069483818632
3.88,114.3451025692269
3.89,114.35876604574885
3.9,114.63117609681565
3.91,114.10306154176789
3.92,114.0248636822317
3.93,114.41578835157853
3.94,114.73315598485006
3.95,115.48884606827777
3.96,115.01554859665825
3.97,115.00067395344315
3.98,115.16495344557839
3.99,114.94363874105207
4,115.26105004917959
4.010000000000001,116.16169430437525
4.0200000000000005,116.84711683369248
4.03,116.88321303666875
4.040000000000001,117.7319013903885
4.050000000000001,116.79176872410925
4.0600000000000005,117.72432707902982
4.07,116.72214060032991
4.080000000000001,116.72805092032074
4.090000000000001,116.65552131207828
4.1000000000000005,116.9201995828933
4.11,116.23179336797361
4.12,--undefined--
4.130000000000001,468.56077166748884
4.140000000000001,465.1808791490345
4.15,466.2461706449743
4.16,462.32386810678565
4.170000000000001,465.37819490394673
4.180000000000001,464.6401806476639
4.19,466.9171714420131
4.2,--undefined--
4.210000000000001,--undefined--
4.220000000000001,155.4084687500162
4.23,150.22017489123652
4.24,147.1099967954565
4.250000000000001,146.07320333107586
4.260000000000001,145.456943258328
4.2700000000000005,144.7877260878848
4.28,143.87169632905375
4.290000000000001,142.93332474687887
4.300000000000001,142.0027493095422
4.3100000000000005,141.15861799301604
4.32,141.15198927047797
4.330000000000001,140.6775803023378
4.340000000000001,140.7952996017421
4.3500000000000005,140.2556705305525
4.36,140.36262963863084
4.370000000000001,140.236954699596
4.380000000000001,139.90844399085765
4.390000000000001,139.31675614055146
4.4,138.4344991569805
4.41,138.9718462978234
4.420000000000001,138.92856777358944
4.430000000000001,138.42602617886274
4.44,138.0675517145288
4.45,137.67111997862557
4.460000000000001,137.26967261260475
4.470000000000001,136.81520637213535
4.48,135.65996390221142
4.49,135.05198276334878
4.500000000000001,135.09607865187672
4.510000000000001,134.8787278624158
4.5200000000000005,134.88747217778484
4.53,134.79445967326353
4.540000000000001,135.2821432355197
4.550000000000001,134.88380927921202
4.5600000000000005,134.82766327372644
4.57,134.56061131723843
4.580000000000001,133.95238482299473
4.590000000000001,133.5371275158244
4.6000000000000005,134.1680443132555
4.61,134.6847160956885
4.620000000000001,135.1536519014864
4.630000000000001,134.8716232452458
4.640000000000001,133.99607978621515
4.65,133.8557008626608
4.66,133.64038205002802
4.670000000000001,133.77206521540683
4.680000000000001,134.09588731906018
4.69,134.46416086413865
4.7,134.8116276031419
4.710000000000001,134.48172421487388
4.720000000000001,134.40188844048816
4.73,133.89581843416997
4.74,133.9525688432829
4.750000000000001,134.73749073352013
4.760000000000001,134.8882311809919
4.7700000000000005,135.32756297140403
4.78,135.4610215233494
4.790000000000001,134.62999037092672
4.800000000000001,131.84682643488054
4.8100000000000005,129.18140761281768
4.82,129.92028681804683
4.830000000000001,118.1704862205942
4.840000000000001,--undefined--
4.8500000000000005,467.47495624198064
4.86,464.5112340185587
4.870000000000001,462.41747765604094
4.880000000000001,463.89347200637786
4.890000000000001,462.16658894212605
4.9,--undefined--
4.91,157.30504050557334
4.920000000000001,154.9877922756736
4.930000000000001,150.75216456875683
4.94,148.7658251263309
4.95,148.51208364928908
4.960000000000001,148.68386815114206
4.970000000000001,148.84180971947066
4.98,148.71265667139218
4.99,148.8054969909684
5.000000000000001,149.17232362699795
5.010000000000001,149.9140385693216
5.0200000000000005,150.09358629283474
5.03,150.30152243062898
5.040000000000001,150.32786338204218
5.050000000000001,150.38534147802076
5.0600000000000005,149.871231399594
5.07,146.17939339250958
5.080000000000001,149.71415030158417
5.090000000000001,152.86679267426993
5.1000000000000005,154.42843446210927
5.11,154.02099141674472
5.120000000000001,154.67896839274525
5.130000000000001,155.2923976667219
5.140000000000001,157.00315189639355
5.15,172.5795183753877
5.16,171.474129674488
5.170000000000001,169.5616070767127
5.180000000000001,167.4003300441181
5.19,164.9957973593875
5.2,162.93421729586802
5.210000000000001,161.99841162432023
5.220000000000001,161.94700733588405
5.23,162.2644744957517
5.24,162.29190525419423
5.250000000000001,162.25109861516734
5.260000000000001,162.07303049361886
5.2700000000000005,162.03547053329171
5.28,162.17000364644483
5.290000000000001,162.07083431718098
5.300000000000001,162.0537218188659
5.3100000000000005,162.45759228860342
5.32,162.6390116982757
5.330000000000001,162.36959414619315
5.340000000000001,162.42138303030904
5.3500000000000005,162.38314619524417
5.36,162.14726696584353
5.370000000000001,161.5138295914243
5.380000000000001,161.0864358207528
5.390000000000001,160.93248422032326
5.4,160.96753305154115
5.41,160.8443105466966
5.420000000000001,160.7135025748362
5.430000000000001,160.5829831544199
5.44,161.28474672983953
5.45,162.11390384211543
5.460000000000001,161.77054716660845
5.470000000000001,160.7078862197073
5.48,158.9221632186564
5.49,154.51561854698573
5.500000000000001,155.05550565658513
5.510000000000001,153.90216755032128
5.5200000000000005,155.20955011578417
5.53,--undefined--
5.540000000000001,465.64432778159346
5.550000000000001,463.0945450923944
5.5600000000000005,466.0932671520769
5.57,463.60080932647105
5.580000000000001,462.077541791692
5.590000000000001,463.320439956356
5.6000000000000005,--undefined--
5.61,172.6322497576071
5.620000000000001,167.98578229469865
5.630000000000001,165.0406548287748
5.640000000000001,162.99440514289194
5.65,161.58967926481088
5.66,160.6632103111708
5.670000000000001,159.94253111442399
5.680000000000001,159.84970803977143
5.69,160.6023852836899
5.7,161.23410128405877
5.710000000000001,161.47934457716946
5.720000000000001,160.99226246868304
5.73,160.91359621346552
5.74,161.1654444614567
5.750000000000001,161.32541039274682
5.760000000000001,161.46816316497163
5.7700000000000005,161.74276306159112
5.78,162.14332602022037
5.790000000000001,162.33906747479546
5.800000000000001,162.053790231156
5.8100000000000005,162.1378469260459
5.82,162.63305840831873
5.830000000000001,162.99161392652513
5.840000000000001,163.06058149894264
5.8500000000000005,162.93289192690736
5.86,163.65996140848142
5.870000000000001,164.75665792862137
5.880000000000001,164.63843863983462
5.890000000000001,164.1817715193702
5.9,163.6016807622787
5.91,161.98304146488692
5.920000000000001,159.4076666582811
5.930000000000001,155.2019741830971
5.94,151.5554694533242
5.95,150.21817415042406
5.960000000000001,153.78925501936664
5.970000000000001,--undefined--
5.98,465.4925315738685
5.99,466.0042084679207
6.000000000000001,465.4291518904491
6.010000000000001,463.9828090023652
6.0200000000000005,462.8658154103572
6.03,464.242429907658
6.040000000000001,462.7376358454846
6.050000000000001,--undefined--
6.0600000000000005,160.91427821143316
6.07,155.32161893924572
6.080000000000001,151.70803209564292
6.090000000000001,148.47550535296637
6.1000000000000005,147.51334415443205
6.11,148.43196415417574
6.120000000000001,148.90227455917756
6.130000000000001,148.9967826324255
6.140000000000001,148.59293629565786
6.15,148.16870163428126
6.160000000000001,147.99342199617016
6.170000000000001,147.5204535041702
6.180000000000001,146.68134952939053
6.19,144.9747917969746
6.2,142.65237990697656
6.210000000000001,139.87617698007895
6.220000000000001,132.43916505046846
6.23,127.39573130976929
6.24,126.36960967318994
6.250000000000001,129.46345059266076
6.260000000000001,135.20512523662006
6.2700000000000005,136.47201326102527
6.28,136.11484164592204
6.290000000000001,135.57468958463596
6.300000000000001,135.23480887413814
6.3100000000000005,135.1478365957106
6.32,135.06226662360098
6.330000000000001,135.43118658680288
6.340000000000001,135.35383205754283
6.3500000000000005,135.42940974901555
6.36,135.25654875061218
6.370000000000001,135.13543303871333
6.380000000000001,135.15469040419342
6.390000000000001,134.79869593345367
6.4,134.16216506211796
6.410000000000001,133.3760576073383
6.420000000000001,132.7274388346001
6.430000000000001,132.2823040804206
6.44,132.33935972155604
6.45,128.173725023623
6.460000000000001,152.49227264882722
6.470000000000001,154.2276343878318
6.48,153.6312516944962
6.49,154.59349444744248
6.500000000000001,154.4388983588474
6.510000000000001,163.59220676006413
6.5200000000000005,159.4386732764805
6.53,155.84238614659773
6.540000000000001,153.71293620060806
6.550000000000001,151.66158859325924
6.5600000000000005,151.0947172592358
6.57,151.01261102744266
6.580000000000001,150.90454358548467
6.590000000000001,150.61940202743406
6.6000000000000005,150.38632057143585
6.61,150.14399251473077
6.620000000000001,150.38643183793798
6.630000000000001,150.48580142929936
6.640000000000001,150.00065133582552
6.65,147.58867717913424
6.660000000000001,142.78230641321304
6.670000000000001,152.5075350438444
6.680000000000001,153.0183089950458
6.69,153.9538242104916
6.7,156.63197261986093
6.710000000000001,168.48514179709076
6.720000000000001,169.0357331105564
6.73,169.54877541197826
6.74,169.32837747118697
6.750000000000001,168.21995062753206
6.760000000000001,167.393889906443
6.7700000000000005,166.256869164858
6.78,165.7069688294657
6.790000000000001,165.47075126865363
6.800000000000001,165.06495156730048
6.8100000000000005,164.62816168976045
6.82,164.32793418042914
6.830000000000001,163.99011633463675
6.840000000000001,163.51926590548277
6.8500000000000005,163.23712582148548
6.86,162.55311240465682
6.870000000000001,160.83452362115727
6.880000000000001,158.11267126878886
6.890000000000001,155.29027724984948
6.9,152.23674174459495
6.910000000000001,--undefined--
6.920000000000001,461.98485383801875
6.930000000000001,465.22465401401956
6.94,463.37025588731217
6.95,463.8384935888739
6.960000000000001,465.53717559454395
6.970000000000001,489.5390948143756
6.98,--undefined--
6.99,--undefined--
7.000000000000001,137.62149916995077
7.010000000000001,136.11644255656003
7.0200000000000005,135.47544288291263
7.03,135.91694975556956
7.040000000000001,135.70649310873358
7.050000000000001,134.90316045588966
7.0600000000000005,134.57682497320712
7.07,134.13388864814945
7.080000000000001,134.05547012135474
7.090000000000001,133.49202965070668
7.1000000000000005,133.28084009984602
7.11,132.88971508519316
7.120000000000001,132.84801276921223
7.130000000000001,132.6555284623399
7.140000000000001,132.8756764991108
7.15,132.85207788799312
7.160000000000001,132.76837598142953
7.170000000000001,132.58550689712314
7.180000000000001,132.35037657494726
7.19,132.99494054900214
7.2,133.42707716418857
7.210000000000001,133.53657078931457
7.220000000000001,133.33495698819
7.23,132.99886787134503
7.24,132.1509844774433
7.250000000000001,131.88082461463637
7.260000000000001,131.8763963512499
7.2700000000000005,131.47501275134454
7.28,131.60511644979093
7.290000000000001,132.34540055992605
7.300000000000001,133.31982683687914
7.3100000000000005,134.23035317797235
7.32,135.29626525006114
7.330000000000001,135.83791966430167
7.340000000000001,135.91389893166118
7.3500000000000005,132.95942268450972
7.36,128.72376776448826
7.370000000000001,119.55937450864796
7.380000000000001,115.9825945596617
7.390000000000001,--undefined--
7.4,464.9080691661429
7.410000000000001,462.4077648115109
7.420000000000001,465.21542515132285
7.430000000000001,463.97992968671
7.44,466.808809725332
7.45,464.79994681214555
7.460000000000001,464.30037440133475
7.470000000000001,463.7957256260543
7.48,464.1969837012867
7.49,468.127232300311
7.500000000000001,465.7713249746302
7.510000000000001,467.35604979683563
7.5200000000000005,463.94476900799447
7.53,464.53472605303807
7.540000000000001,462.79787665737706
7.550000000000001,465.6157135458428
7.5600000000000005,465.32670400034556
7.57,465.29464761580016
7.580000000000001,465.23882811512266
7.590000000000001,463.80721232869496
7.6000000000000005,465.12189454563213
7.61,462.1902001475396
7.620000000000001,470.4231391684638
7.630000000000001,465.6692726160313
7.640000000000001,466.8716503048542
7.65,463.72774905646946
7.660000000000001,464.6926205962974
7.670000000000001,458.5910230149569
7.680000000000001,460.2975577868491
7.69,461.5657336794202
7.7,463.29902269274504
7.710000000000001,468.9850265061341
7.720000000000001,465.1800247906666
7.73,464.49373753215525
7.74,464.94882703077013
7.750000000000001,465.5125826642867
7.760000000000001,462.91831105643575
7.7700000000000005,464.2093558551969
7.78,464.5678137432068
7.790000000000001,462.84559757233586
7.800000000000001,462.47742415815816
7.8100000000000005,463.5455949523166
7.82,465.5121489180999
7.830000000000001,463.5487591211831
7.840000000000001,466.33562690118896
7.8500000000000005,463.5986550220173
7.86,465.05184385433745
7.870000000000001,461.1487619034145
7.880000000000001,462.70289993223673
7.890000000000001,465.1260309783288
7.9,466.51911130514344
7.910000000000001,--undefined--
7.920000000000001,151.587285750584
7.930000000000001,146.90057585671218
7.94,139.64833733862864
7.950000000000001,137.82587358251476
7.960000000000001,135.40259506666746
7.970000000000001,134.4281047614097
7.98,132.81864727812913
